Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
40205-01,Healthcare Data Analytics,Daniel,Adelman,Winter 2017,17,16,94.12,4.19,4.06,4.31,4.5,4.31,4.19
40205-01,Healthcare Data Analytics,Daniel,Adelman,Winter 2018,17,16,94.12,10.56,3.94,4.13,4.5,4.13,3.81
40205-81,Healthcare Data Analytics,Daniel,Adelman,Winter 2018,26,25,96.15,3.48,4.44,4.16,4.28,4.16,4.16
40205-85,Healthcare Data Analytics,Daniel,Adelman,Winter 2017,28,27,96.43,7.63,3.81,4.22,4.19,4.11,3.93
40206 01,Healthcare Business Analytics,Daniel,Adelman,Autumn 2021,14,12,85.71,7.33,4.42,4,4.08,3.92,3.83
40206 81,Healthcare Business Analytics,Daniel,Adelman,Autumn 2021,19,15,78.95,6.53,4.33,3.93,4.27,3.8,3.53
40301 50,Advanced Industrial Organization III,Dennis W,Carlton,Spring 2020,7,1,14.29,2,5,4,3,3,3
40301 50,Advanced Industrial Organization III,Dennis W,Carlton,Spring 2021,6,4,66.67,6.25,4.75,5,4.75,4.75,4.75
40603 50,Market Design,Eric,Budish,Spring 2020,16,4,25,6,4.75,4.75,4.75,4.5,4.75
40721 01,Healthcare Analytics Lab,Daniel,Adelman,Autumn 2020,12,10,83.33,13.4,3,3.2,4.2,3.9,3.5
40721 01,Healthcare Analytics Lab,Daniel,Adelman,Winter 2022,14,12,85.71,15,4.25,4.58,4.5,4.42,4.08
40721-01,Healthcare Analytics Lab,Daniel,Adelman,Spring 2016,24,20,83.33,9.4,3.53,3.63,4.1,3.85,3.75
40721-01,Healthcare Analytics Lab,Daniel,Adelman,Spring 2017,14,14,100,12.07,3.86,4,4.5,4.21,3.71
40721-01,Healthcare Analytics Lab,Daniel,Adelman,Spring 2018,17,15,88.24,16.8,3.83,4.23,4.07,3.8,3.53
40901-50,Special Topics in Operations Mgt./Mgt. Science,Varun,Gupta,Spring 2017,3,3,100,8.33,5,4.67,4.67,4.67,4.67
40902 50,Advanced Quantitative Marketing,Jean-Pierre,Dube,Winter 2020,6,3,50,9.33,4.67,4.67,4.67,4.33,4.67
40902 50,Advanced Quantitative Marketing,Jean-Pierre,Dube,Winter 2021,2,2,100,5,5,5,5,5,5
40902 50,Advanced Quantitative Marketing,Guenter,Hitsch,Winter 2020,6,3,50,9.33,4.67,4.33,4.67,4.33,4.67
40902 50,Advanced Quantitative Marketing,Guenter,Hitsch,Winter 2021,2,2,100,5,5,4.5,5,5,5
40902 50,Advanced Quantitative Marketing,Guenter,Hitsch,Winter 2022,6,1,16.67,5,5,4,5,5,5
40902 50,Advanced Quantitative Marketing,Jean-Pierre,Dube,Winter 2022,6,1,16.67,5,5,5,5,5,5
40902-01,Special Topics in Operations Mgt./Mgt. Sci.,Rene,Caldentey,Spring 2016,6,5,83.33,82.4,4.8,4.8,4.8,4.8,5
40902-01,Special Topics in Operations Mgt./Mgt. Sci.,Christopher,Ryan,Spring 2016,6,5,83.33,82.4,4.8,4.8,4.8,4.8,5
40902-50,Special Topics in Operations Mgt./Mgt. Sci.,Varun,Gupta,Spring 2018,8,8,100,6.25,4.13,4.13,4.25,4.13,4.38
40904-01,Inventory Theory and Supply Chain Management,Rodney,Parker,Winter 2016,6,5,83.33,63.6,4.8,4.8,5,4.8,4.8
40905 50,Healthcare Operations,Burhaneddin,Sandikci,Winter 2020,5,2,40,5,3,2,2.5,2.5,1.5
40906-01,Operational Issues in Energy Markets ,John,Birge,Spring 2016,9,8,88.89,55.13,4,3.75,4,3.88,3.63
40907-50,Healthcare Operations,Burhaneddin,Sandikci,Spring 2017,4,4,100,8.75,5,4.5,4.75,4,4.5
40907-50,Healthcare Operations,Burhaneddin,Sandikci,Spring 2018,6,6,100,6.83,4.6,4.2,4,4.2,4
40907-50,Healthcare Operations,Yuan,Zhong,Spring 2018,6,6,100,6.83,4.6,4.2,4,4.2,4
40908-50,Special Topics in Operations Management ,Yuan,Zhong,Summer 2017,3,2,66.67,9.5,5,5,5,5,5
40909-50,Revenue Management and Dynamic Pricing ,Rene,Caldentey,Winter 2017,4,6,150,59,4.83,5,5,4.83,4.83
40910 50,Supply Chain Foundations & Theory,Levi,DeValve,Winter 2021,5,5,100,8.2,4.6,4.6,4.6,4.6,4.6
40911 50,Queueing Models for Service Operations Management,Amy,Ward,Autumn 2020,5,3,60,3.67,5,4.67,5,5,4.33
41000 01,Business Statistics,Liang, Tengyuan,Autumn 2019,23,13,56.5,4.2,3.8,3.9,3.8,3.7,3.9
41000 01,Business Statistics,Nikhyl,Aragam,Autumn 2020,56,33,58.93,3.3,4.03,4.09,3.91,3.61,3.88
41000 01,Business Statistics,Tengyuan,Liang,Autumn 2021,65,44,67.69,3.45,3.8,3.98,4.07,3.59,3.73
41000 01,Business Statistics,Vadim,Sokolov,Winter 2020,59,34,57.63,2.76,4.12,4.29,4.12,3.85,4
41000 01,Business Statistics,Nikhyl,Aragam,Winter 2022,41,15,36.59,3.33,4.53,4.4,3.93,3.8,4.27
41000 02,Business Statistics,Liang, Tengyuan,Autumn 2019,32,19,59.4,3.9,3.7,3.9,4.4,4.1,3.7
41000 02,Business Statistics,Nikhyl,Aragam,Autumn 2020,64,39,60.94,3.51,4.05,4.03,3.97,3.72,3.87
41000 02,Business Statistics,Tengyuan,Liang,Autumn 2021,64,39,60.94,3.51,3.46,3.54,3.85,3.51,3.56
41000 03,Business Statistics,Kaji, Tetsuya,Autumn 2019,64,42,65.6,2.7,2.1,2.7,2.6,2.2,2.1
41000 03,Business Statistics,Tetsuya,Kaji,Autumn 2021,65,33,50.77,2.03,3.55,3.73,3.61,3.36,3.91
41000 03,Business Statistics,Tengyuan,Liang,Autumn 2020,20,15,75,4.47,4.27,4.27,4.33,4.07,4.07
41000 04,Business Statistics,Kaji, Tetsuya,Autumn 2019,63,39,61.9,3.3,1.9,2.4,2.3,2.1,1.8
41000 04,Business Statistics,Tengyuan,Liang,Autumn 2020,61,30,49.18,4.37,3.97,4.03,3.93,3.63,3.77
41000 04,Business Statistics,Nicholas G,Polson,Autumn 2021,16,10,62.5,3.3,3.5,3.9,3.9,3.7,3.6
41000 05,Business Statistics,Sokolov, Vadim,Autumn 2019,64,25,39.1,3.1,3.4,4.2,3.4,3.3,3.5
41000 05,Business Statistics,Tengyuan,Liang,Autumn 2020,40,23,57.5,4.22,3.87,4.04,4,3.74,3.91
41000 05,Business Statistics,Vadim,Sokolov,Autumn 2021,55,28,50.91,2.96,3.14,3.61,3.46,2.82,3.14
41000 06,Business Statistics,Nicholas G,Polson,Autumn 2020,45,27,60,3.11,2.96,3.7,3.44,3.04,3.04
41000 81,Business Statistics,Liang, Tengyuan,Autumn 2019,30,17,56.7,3.5,3.9,3.9,4.1,3.8,3.7
41000 81,Business Statistics,Nikhyl,Aragam,Spring 2020,46,27,58.7,5.33,3.74,3.78,3.85,3.56,3.44
41000 81,Business Statistics,Carlos,Carvalho,Winter 2020,61,36,59.02,2.67,4.81,4.86,4.78,4.44,4.75
41000 81,Business Statistics,Carlos,Carvalho,Winter 2021,70,51,72.86,2.69,4.51,4.59,4.55,4.22,4.31
41000 81,Business Statistics,Tetsuya,Kaji,Autumn 2020,25,18,72,3.11,3.72,4,4,3.78,4.06
41000 81,Business Statistics,Tetsuya,Kaji,Autumn 2021,63,44,69.84,2.34,2.95,3.2,3.32,2.73,3.18
41000 81,Business Statistics,Robert E,Mcculloch,Summer 2020,50,36,72,3.69,4.47,4.22,4.39,4.19,4.08
41000 81,Business Statistics,Robert E,Mcculloch,Summer 2021,65,37,56.92,3.32,4.19,3.97,4.14,3.84,4
41000 81,Business Statistics,Vadim,Sokolov,Spring 2021,43,23,53.49,4.3,2.74,3.39,3.43,2.96,2.83
41000 81,Business Statistics,Nikhyl,Aragam,Winter 2022,34,12,35.29,4.42,4.25,4.25,4.33,4.08,4.08
41000 82,Business Statistics,Sokolov, Vadim,Autumn 2019,60,12,20,3.1,3.3,3.8,3.5,3.2,3.3
41000 82,Business Statistics,Tetsuya,Kaji,Autumn 2020,12,9,75,3.22,4,4,4.11,4.11,4.22
41000 85,Business Statistics,Polson, Nicholas,Autumn 2019,51,38,74.5,3.6,3.4,4.2,3.9,3.7,3.8
41000 85,Business Statistics,Nikhyl,Aragam,Spring 2020,44,22,50,4.73,3.95,3.86,3.86,3.41,3.55
41000 85,Business Statistics,Carlos,Carvalho,Winter 2020,51,28,54.9,2.43,4.75,4.96,4.64,4.54,4.75
41000 85,Business Statistics,Carlos,Carvalho,Winter 2021,68,39,57.35,2.85,4.69,4.69,4.54,4.31,4.51
41000 85,Business Statistics,Robert E,Mcculloch,Summer 2020,18,7,38.89,3.86,4.29,4.29,4.43,3.86,4.29
41000 85,Business Statistics,Robert E,Mcculloch,Summer 2021,37,20,54.05,3.25,4.5,4.2,4.3,4,4.2
41000 85,Business Statistics,Nicholas G,Polson,Autumn 2020,24,15,62.5,3.87,3.6,4.47,4.2,3.8,3.87
41000 85,Business Statistics,Nicholas G,Polson,Autumn 2021,17,10,58.82,4.7,3.6,3.9,3.7,3.4,3.3
41000 85,Business Statistics,Vadim,Sokolov,Spring 2021,24,14,58.33,3.57,3.5,4,3.79,3.43,3.43
41000 85,Business Statistics,Nikhyl,Aragam,Winter 2022,51,23,45.1,4.35,4.22,4.3,4.26,4.04,4.13
41000-01,Business Statistics,Drew,Creal,Autumn 2016,65,47,72.31,5.83,4.26,3.87,4.15,3.91,4.19
41000-01,Business Statistics,Drew,Creal,Autumn 2017,69,52,75.36,7.12,4.31,3.79,4.12,3.88,4.08
41000-01,Business Statistics,Tengyuan,Liang,Autumn 2018,59,30,50.85,2.07,3.17,3.5,3.53,3.1,3.13
41000-02,Business Statistics,Drew,Creal,Autumn 2016,63,37,58.73,14.27,4.03,3.73,3.84,3.54,3.62
41000-02,Business Statistics,Drew,Creal,Autumn 2017,70,51,72.86,7.9,4.06,3.47,3.82,3.69,3.76
41000-02,Business Statistics,Tengyuan,Liang,Autumn 2018,64,26,40.63,5.69,3.04,3.08,3.38,3.12,3.27
41000-03,Business Statistics,Zvi,Gilula,Autumn 2016,68,52,76.47,3.56,3.38,3.71,3.67,3.4,3.5
41000-03,Business Statistics,Nicholas G,Polson,Autumn 2017,27,19,70.37,13.89,3.95,4.84,4.42,4.37,4.58
41000-03,Business Statistics,Jeffrey R,Russell,Autumn 2018,65,54,83.08,5.06,4.35,3.94,4.13,3.83,4.17
41000-04,Business Statistics,Zvi,Gilula,Autumn 2018,64,52,81.25,4.96,2.79,3.44,3.27,3.08,3.06
41000-04,Business Statistics,Jeffrey R,Russell,Autumn 2016,70,46,65.71,7.52,4.5,4.22,4.24,4.11,4.3
41000-04,Business Statistics,Jeffrey R,Russell,Autumn 2017,70,61,87.14,4.57,4.28,4.15,4.1,3.93,4.18
41000-05,Business Statistics,Zvi,Gilula,Autumn 2018,64,56,87.5,6.48,2.71,3.27,3.07,2.77,2.96
41000-05,Business Statistics,Jeffrey R,Russell,Autumn 2016,69,56,81.16,10.2,4.27,3.82,4.14,3.93,4.05
41000-05,Business Statistics,Jeffrey R,Russell,Autumn 2017,70,56,80,6.75,3.93,3.98,3.98,3.95,4.02
41000-81,Business Statistics,Carlos,Carvalho,Winter 2016,65,69,106.15,7.48,4.61,4.86,4.62,4.46,4.64
41000-81,Business Statistics,Carlos,Carvalho,Winter 2017,65,60,92.31,7.6,4.78,4.68,4.63,4.47,4.67
41000-81,Business Statistics,Carlos,Carvalho,Winter 2018,64,59,92.19,12.71,4.73,4.73,4.47,4.31,4.58
41000-81,Business Statistics,Carlos,Carvalho,Winter 2019,65,57,87.69,13.11,4.74,4.67,4.68,4.6,4.84
41000-81,Business Statistics,Drew,Creal,Autumn 2016,55,27,49.09,12.3,4.48,4.11,4.15,4.07,4.22
41000-81,Business Statistics,Drew,Creal,Autumn 2017,50,30,60,16.87,4.13,3.83,3.97,3.63,3.87
41000-81,Business Statistics,Zvi,Gilula,Summer 2016,64,58,90.63,3.97,3.31,3.84,3.69,3.45,3.5
41000-81,Business Statistics,Zvi,Gilula,Summer 2017,53,46,86.79,6.48,3.65,3.78,4,3.67,3.72
41000-81,Business Statistics,Paul,Hahn,Spring 2017,50,35,70,6.51,3.17,3.86,3.54,3.29,3.31
41000-81,Business Statistics,Paul,Hahn,Summer 2018,30,22,73.33,9.18,3.68,4.59,4.18,3.91,3.82
41000-81,Business Statistics,Paul,Hahn,Summer 2019,26,21,80.77,4.14,3.43,3.9,3.86,3.62,3.57
41000-81,Business Statistics,Tetsuya,Kaji,Spring 2019,50,35,70,7,2.6,3.14,3.2,3.09,2.86
41000-81,Business Statistics,Mladen,Kolar,Spring 2016,56,38,67.86,6.32,3.53,3.55,3.97,3.55,3.61
41000-81,Business Statistics,Tengyuan,Liang,Autumn 2018,50,34,68,9.32,4.32,4.44,4.38,4.24,4.38
41000-81,Business Statistics,Tengyuan,Liang,Spring 2018,32,18,56.25,15.11,4.17,4.06,4.28,4.06,4.17
41000-82,Business Statistics,Jeffrey R,Russell,Autumn 2016,60,50,83.33,9.42,4.42,4.24,4.14,4.12,4.3
41000-82,Business Statistics,Jeffrey R,Russell,Autumn 2017,64,50,78.13,3.7,4.68,4.42,4.42,4.4,4.56
41000-82,Business Statistics,Jeffrey R,Russell,Autumn 2018,63,57,90.48,3.75,4.46,4.26,4.12,3.91,4.18
41000-83,Business Statistics,Zvi,Gilula,Autumn 2016,15,13,86.67,4.08,4.08,4.23,4.31,3.92,4
41000-85,Business Statistics,Carlos,Carvalho,Winter 2016,58,42,72.41,17.52,4.88,4.86,4.81,4.71,4.86
41000-85,Business Statistics,Carlos,Carvalho,Winter 2017,65,54,83.08,2.69,4.87,4.93,4.7,4.52,4.78
41000-85,Business Statistics,Carlos,Carvalho,Winter 2018,58,50,86.21,8.96,4.82,4.82,4.62,4.48,4.7
41000-85,Business Statistics,Carlos,Carvalho,Winter 2019,65,50,76.92,4.8,4.92,4.8,4.54,4.4,4.62
41000-85,Business Statistics,Paul,Hahn,Spring 2017,49,47,95.92,4.15,3.7,4.51,4.3,4.19,4.17
41000-85,Business Statistics,Paul,Hahn,Summer 2018,23,16,69.57,3.94,4.06,4.5,4.56,4.38,4.31
41000-85,Business Statistics,Paul,Hahn,Summer 2019,13,13,100,12.69,3.15,3.69,3.46,3.08,3.23
41000-85,Business Statistics,Tetsuya,Kaji,Spring 2019,38,27,71.05,10.3,2.93,3.41,3.3,3.11,3.04
41000-85,Business Statistics,Mladen,Kolar,Spring 2016,42,34,80.95,8.18,3.18,3.26,3.59,3.24,3.29
41000-85,Business Statistics,Tengyuan,Liang,Spring 2018,26,25,96.15,4.44,3.76,3.88,4.24,3.84,3.8
41000-85,Business Statistics,Nicholas G,Polson,Autumn 2016,35,30,85.71,10.63,3.87,4.67,4.17,3.97,4.13
41000-85,Business Statistics,Nicholas G,Polson,Autumn 2017,37,39,105.41,6.72,4.1,4.74,4.56,4.36,4.56
41000-85,Business Statistics,Nicholas G,Polson,Autumn 2018,30,22,73.33,4.36,3.91,4.68,4.41,4.05,4.36
41000-86,Business Statistics,Paul,Hahn,Autumn 2017,29,28,96.55,8.04,3.89,4.46,4.43,4.14,4.21
41000-86,Business Statistics,Nicholas G,Polson,Autumn 2016,60,55,91.67,5.45,3.18,4.25,3.78,3.45,3.27
41001 50,Behavioral Economics,Devin,Pope,Winter 2020,26,12,46.15,6.17,4.5,4.58,4.5,4.5,4.5
41100 01,Applied Regression Analysis,Farrell, Max,Autumn 2019,51,43,84.3,7.0,4.0,4.1,4.2,4.0,4.0
41100 01,Applied Regression Analysis,Max,Farrell,Autumn 2020,15,11,73.33,6.18,3.91,4.18,4.45,4,3.64
41100 01,Applied Regression Analysis,Max,Farrell,Autumn 2021,24,15,62.5,9.47,4,4,4,3.53,3.27
41100 01,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2021,19,9,47.37,4.56,3.33,3,3.89,3.56,3.44
41100 01,Applied Regression Analysis,Dacheng,Xiu,Winter 2020,66,49,74.24,6.14,4.49,4.51,4.69,4.43,4.43
41100 01,Applied Regression Analysis,Dacheng,Xiu,Winter 2021,66,39,59.09,7.31,3.95,3.85,4.28,3.9,3.9
41100 01,Applied Regression Analysis,Dacheng,Xiu,Winter 2022,51,32,62.75,6.44,4.25,4.25,4.25,3.75,3.88
41100 02,Applied Regression Analysis,Farrell, Max,Autumn 2019,59,45,76.3,6.5,4.1,4.1,4.4,4.1,4.2
41100 02,Applied Regression Analysis,Max,Farrell,Autumn 2021,41,27,65.85,6.56,3.89,3.89,4.33,3.93,3.78
41100 02,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2020,67,44,65.67,5.45,4.45,4.43,4.59,4.41,4.39
41100 02,Applied Regression Analysis,Dacheng,Xiu,Winter 2022,24,18,75,6,4.22,4.06,4.39,4.33,4.11
41100 03,Applied Regression Analysis,Toulis (Panos), Panagiotis,Autumn 2019,65,48,73.8,5.3,4.5,4.8,4.5,4.3,4.6
41100 03,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2020,66,36,54.55,5.69,4.31,4.36,4.33,4.14,4.17
41100 03,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,60,45,75,4.64,4.33,4.56,4.49,4.16,4.36
41100 04,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,60,40,66.67,5.13,4.13,4.2,4.38,4.1,4.15
41100 04,Applied Regression Analysis,Dacheng,Xiu,Autumn 2020,66,41,62.12,6.8,4,3.95,4.39,3.9,3.88
41100 81,Applied Regression Analysis,Farrell, Max,Autumn 2019,18,14,77.8,7.0,4.5,4.5,4.7,4.5,4.3
41100 81,Applied Regression Analysis,Max,Farrell,Autumn 2020,7,5,71.43,7,4.8,4.6,4.8,4.6,4.8
41100 81,Applied Regression Analysis,Max,Farrell,Autumn 2021,17,12,70.59,8.17,4,4.25,4.25,4.25,4.17
41100 81,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2020,33,12,36.36,6.25,3.42,2.92,4.08,3.5,3.58
41100 81,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2021,12,6,50,5.17,3.67,3.17,4.5,4.17,4
41100 81,Applied Regression Analysis,Dacheng,Xiu,Winter 2020,53,38,71.7,6.97,4.55,4.47,4.63,4.39,4.5
41100 81,Applied Regression Analysis,Dacheng,Xiu,Winter 2021,55,46,83.64,7.59,4.2,4.09,4.5,4.35,4.28
41100 81,Applied Regression Analysis,Dacheng,Xiu,Winter 2022,55,38,69.09,7.71,4.13,4.13,4.42,4.24,4.16
41100 82,Applied Regression Analysis,Toulis (Panos), Panagiotis,Autumn 2019,24,22,91.7,5.2,4.7,4.8,4.7,4.4,4.7
41100 82,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2020,56,35,62.5,5.23,4.26,4.4,4.4,4.09,4.37
41100 85,Applied Regression Analysis,Toulis (Panos), Panagiotis,Autumn 2019,41,38,92.7,5.9,4.5,4.7,4.8,4.6,4.8
41100 85,Applied Regression Analysis,Max,Farrell,Autumn 2020,14,10,71.43,6.5,4.4,4.4,4.5,4.3,4.6
41100 85,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2020,25,13,52,5.38,4.38,4,4.46,4.08,4.08
41100 85,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2021,4,3,75,5.33,4.33,4.67,4.67,4.33,4.33
41100 85,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2021,29,19,65.52,6.95,4.53,4.37,4.63,4.47,4.42
41100-01,Applied Regression Analysis,Max,Farrell,Autumn 2017,61,45,73.77,7.13,4.18,4.09,4.51,4.14,4.13
41100-01,Applied Regression Analysis,Max,Farrell,Autumn 2018,25,16,64,7.88,4.44,4.31,4.69,4.5,4.56
41100-01,Applied Regression Analysis,Dacheng,Xiu,Winter 2016,32,24,75,8.79,4.63,4.75,4.71,4.5,4.5
41100-01,Applied Regression Analysis,Dacheng,Xiu,Winter 2017,53,40,75.47,6.35,4.43,4.55,4.5,4.35,4.4
41100-01,Applied Regression Analysis,Dacheng,Xiu,Winter 2018,32,31,96.88,8.94,4.32,4.39,4.68,4.45,4.52
41100-01,Applied Regression Analysis,Dacheng,Xiu,Winter 2019,55,45,81.82,5.22,4.22,4.31,4.53,4.16,4.36
41100-02,Applied Regression Analysis,Max,Farrell,Autumn 2017,61,59,96.72,7.58,3.93,3.68,4.25,3.93,4.02
41100-02,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2018,63,54,85.71,5.69,4.5,4.63,4.67,4.48,4.69
41100-03,Applied Regression Analysis,Max,Farrell,Autumn 2016,56,35,62.5,14.17,4.26,4.11,4.43,4.29,4.31
41100-03,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2018,62,49,79.03,4.39,4.53,4.53,4.59,4.39,4.51
41100-04,Applied Regression Analysis,Max,Farrell,Autumn 2016,60,45,75,10.89,4.11,4,4.44,4.04,4.18
41100-81,Applied Regression Analysis,Max,Farrell,Autumn 2017,29,27,93.1,8.52,4.15,4,4.56,4.41,4.22
41100-81,Applied Regression Analysis,Max,Farrell,Autumn 2018,11,12,109.09,20.83,4.42,4.5,4.58,4.25,4.17
41100-81,Applied Regression Analysis,Robert,Gramacy,Spring 2016,36,38,105.56,6.47,4.53,4.24,4.68,4.55,4.63
41100-81,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2019,17,16,94.12,6.88,3.94,4.19,4.56,4.38,4.13
41100-81,Applied Regression Analysis,Panagiotis,Toulis,Spring 2017,13,15,115.38,12.07,4.33,4.2,4.67,4.2,4.47
41100-81,Applied Regression Analysis,Dacheng,Xiu,Winter 2016,33,37,112.12,11.97,4.11,4.19,4.46,4.11,4.22
41100-81,Applied Regression Analysis,Dacheng,Xiu,Winter 2017,56,61,108.93,10.21,4.38,4.44,4.62,4.41,4.56
41100-81,Applied Regression Analysis,Dacheng,Xiu,Winter 2018,39,34,87.18,6.74,4.47,4.41,4.79,4.38,4.5
41100-81,Applied Regression Analysis,Dacheng,Xiu,Winter 2019,43,39,90.7,6.36,4.03,4.03,4.49,4.31,4.18
41100-82,Applied Regression Analysis,Panagiotis,Toulis,Autumn 2018,19,15,78.95,4.13,4.33,4.27,4.6,4.27,4.53
41100-82,Applied Regression Analysis,Panagiotis,Toulis,Spring 2018,26,19,73.08,5.42,4.26,4.47,4.63,4.37,4.58
41100-85,Applied Regression Analysis,Max,Farrell,Autumn 2016,36,34,94.44,11.06,3.74,3.74,4.15,3.85,3.68
41100-85,Applied Regression Analysis,Max,Farrell,Autumn 2018,21,20,95.24,16.9,4.25,4.15,4.65,4.45,4.3
41100-85,Applied Regression Analysis,Robert,Gramacy,Spring 2016,33,28,84.85,15,4.57,4.36,4.64,4.5,4.5
41100-85,Applied Regression Analysis,Ekaterina,Smetanina,Spring 2019,17,17,100,5.47,4.18,4,4.41,4.12,4.12
41100-85,Applied Regression Analysis,Panagiotis,Toulis,Spring 2017,19,13,68.42,12.46,4.15,3.92,4.62,4.23,4.31
41100-85,Applied Regression Analysis,Panagiotis,Toulis,Spring 2018,24,27,112.5,5.52,4.41,4.59,4.56,4.41,4.59
41150 50,Behavioral Finance,Samuel,Hartzmark,Spring 2021,1,1,100,7,5,5,5,5,5
41175 50,Behavioral Economics - Development & Observational Data,Joshua,Dean,Autumn 2020,12,8,66.67,5,4.63,4.5,4.63,4.63,4.5
41175 50,Behavioral Economics - Development & Observational Data,Devin,Pope,Autumn 2020,12,8,66.67,5,4.63,4.63,4.63,4.63,4.5
41175 50,Behavioral Economics - Development & Observational Data,Devin,Pope,Autumn 2021,7,4,57.14,3.25,4.75,5,5,4.5,5
41185 50,Behavioral Economics - Theory & the Lab,Alex,Imas,Spring 2021,7,6,85.71,7,4.5,4.5,4.5,4.17,4.33
41201 01,Big Data,Veronika,Rockova,Spring 2020,60,23,38.33,5.74,4.3,4.22,4.22,4.04,3.87
41201 01,Big Data,Veronika,Rockova,Spring 2021,56,19,33.93,4.84,4.63,4.53,4.74,4.53,4.63
41201 02,Big Data,Veronika,Rockova,Spring 2020,62,23,37.1,7.09,3.96,4.09,4.13,4,3.78
41201 81,Big Data,Veronika,Rockova,Spring 2020,58,20,34.48,7.1,4.35,4.45,4.6,4.6,4.6
41201 85,Big Data,Veronika,Rockova,Spring 2021,45,21,46.67,8.1,3.76,3.9,4.14,3.76,3.67
41201-01,Big Data,Veronika,Rockova,Spring 2017,50,38,76,9.66,2.97,3.11,4.05,3.71,3.34
41201-01,Big Data,Veronika,Rockova,Spring 2018,43,32,74.42,5.03,4.25,4.06,4.44,4.16,4.06
41201-01,Big Data,Veronika,Rockova,Spring 2019,62,41,66.13,12.93,4.44,4.44,4.59,4.39,4.44
41201-01,Big Data,Matt,Taddy,Winter 2016,65,52,80,9.69,4.42,4.58,4.56,4.46,4.5
41201-02,Big Data,Matt,Taddy,Winter 2016,63,56,88.89,13.18,4.46,4.68,4.71,4.54,4.64
41201-81,Big Data,Veronika,Rockova,Spring 2018,20,17,85,6.29,3.76,3.88,4.18,3.76,3.76
41201-81,Big Data,Veronika,Rockova,Spring 2019,52,33,63.46,8.24,4.15,4.24,4.73,4.48,4.42
41201-81,Big Data,Matt,Taddy,Winter 2016,65,55,84.62,12.91,4.24,4.44,4.45,4.2,4.11
41201-85,Big Data,Veronika,Rockova,Spring 2017,47,42,89.36,14.26,3.24,3.12,4.1,3.64,3.43
41201-85,Big Data,Veronika,Rockova,Spring 2018,21,19,90.48,11.68,3.58,3.74,3.95,3.84,3.58
41201-85,Big Data,Veronika,Rockova,Spring 2019,45,27,60,16.11,4.33,4.26,4.59,4.22,4.33
41202 01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2020,61,19,31.15,8.11,4.58,4.32,4.63,4.58,4.42
41202 01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2021,57,25,43.86,6.4,4.08,3.92,4.36,4.12,4.08
41202 81,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2020,46,14,30.43,6.29,4.21,3.86,4.29,4.21,4
41202 85,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2021,31,15,48.39,7.47,4.27,4,4.4,4.13,4
41202-01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2016,53,25,47.17,14.36,4.36,4.12,4.68,4.44,4.4
41202-01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2017,57,33,57.89,27.39,4.53,4.28,4.69,4.41,4.66
41202-01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2018,49,39,79.59,11.79,4.49,4.36,4.67,4.51,4.44
41202-01,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2019,57,37,64.91,18.35,4.49,4.19,4.65,4.51,4.54
41202-81,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2017,28,27,96.43,11.26,4.19,4,4.74,4.41,4.33
41202-81,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2018,20,17,85,8.06,3.71,3.41,4.18,3.94,3.82
41202-85,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2016,29,32,110.34,21.53,4.19,3.91,4.44,4.25,4.13
41202-85,Analysis of Financial Time Series,Ruey-Shiong,Tsay,Spring 2019,29,21,72.41,15.95,4.19,4,4.57,4.1,3.9
41203 81,Financial Econometrics,Jeffrey R,Russell,Autumn 2020,47,23,48.94,6.48,4.57,4.17,4.35,4.09,4.04
