Course,Title,Quarter,Year,Day and Time,Instructor,Total Enrollment after  Phase 1,Seats Available after Phase 1,Phase 1 Price,Total Enrollment after  Phase 2,Seats Available after Phase 2,Phase 2 Price,Total Enrollment after  Phase 1 New Students,Seats Available after Phase 1 New Students,Phase 1 New Students Price,Total Enrollment after  Phase 2 New Students,Seats Available after Phase 2 New Students,Phase 2 New Students Price,Total Enrollment after  Phase 3,Seats Available after Phase 3,Phase 3 Price,Total Enrollment after  Phase 4,Seats Available after Phase 4,Phase 4 Price
37601-60,Marketing Workshop,Winter,2018,"Tuesday,10:40 - 12:00","Daljord, Oeystein;Shapiro, Bradley",7,58,0,7,58,N/A,7,58,N/A,7,58,N/A,7,58,N/A,11,54,0
37902-50,Foundations of Advanced Quantitative Marketing,Winter,2018,"Friday,10:00 -  1:00","Chintagunta, Pradeep",4,61,0,4,61,N/A,4,61,N/A,4,61,N/A,4,61,N/A,4,61,N/A
37906-50,Applied Bayesian Econometrics,Winter,2018,"Monday, 1:30 -  4:30","Misra, Sanjog",2,17,0,2,17,N/A,2,17,N/A,2,17,N/A,4,15,0,4,15,0
38001-01,Managing in Organizations,Winter,2018,"Tuesday, 8:30 - 11:30","Caruso, Eugene",65,CLO,1500,65,CLO,2677,65,CLO,N/A,65,CLO,N/A,65,CLO,7500,65,CLO,N/A
38001-02,Managing in Organizations,Winter,2018,"Tuesday, 1:30 -  4:30","Caruso, Eugene",65,CLO,2000,65,CLO,5000,65,CLO,N/A,65,CLO,N/A,65,CLO,4578,65,CLO,6599
38001-81,Managing in Organizations,Winter,2018,"Monday, 6:00 -  9:00","Caruso, Eugene",65,CLO,121,61,4,0,65,CLO,2331,65,CLO,N/A,65,CLO,3957,65,CLO,2164
38002-02,Managerial Decision Making,Winter,2018,"Friday, 1:30 -  4:30","Risen, Jane",23,42,0,23,42,0,24,41,N/A,24,41,N/A,26,39,0,23,42,0
38002-85,Managerial Decision Making,Winter,2018,"Saturday, 1:30 -  4:30","Risen, Jane",44,21,0,35,30,0,35,30,N/A,35,30,N/A,37,28,0,36,29,N/A
38003-01,Power and Influence in Organizations,Winter,2018,"Tuesday, 8:30 - 11:30","Nussbaum, A.",65,CLO,100,65,CLO,222,65,CLO,N/A,65,CLO,N/A,65,CLO,333,63,2,0
38003-81,Power and Influence in Organizations,Winter,2018,"Tuesday, 6:00 -  9:00","Nussbaum, A.",51,14,0,47,18,0,55,10,0,57,8,0,63,2,0,59,6,0
38101-81,Persuasion: Effective Business Communication ⑤,Winter,2018,"Thursday, 6:00 -  9:00","Weitzman, Hal",36,CLO,3008,36,CLO,11000,36,CLO,N/A,36,CLO,N/A,36,CLO,7429,36,CLO,N/A
38103-01,Strategies and Processes of Negotiation,Winter,2018,"Tuesday, 8:30 - 11:30","Bryan, Christopher",55,CLO,1000,55,CLO,1765,55,CLO,N/A,55,CLO,N/A,55,CLO,2000,55,CLO,N/A
38103-02,Strategies and Processes of Negotiation,Winter,2018,"Tuesday, 1:30 -  4:30","Bryan, Christopher",55,CLO,1356,55,CLO,3441,55,CLO,N/A,55,CLO,N/A,55,CLO,973,55,CLO,5096
38103-03,Strategies and Processes of Negotiation,Winter,2018,"Monday, 1:30 -  4:30","Talhelm, Thomas",55,CLO,0,55,CLO,0,55,CLO,N/A,55,CLO,N/A,54,1,0,52,3,0
38103-04,Strategies and Processes of Negotiation,Winter,2018,"Wednesday, 1:30 -  4:30","Imas, Alex",29,26,0,43,12,0,43,12,N/A,43,12,N/A,46,9,0,40,15,N/A
38103-81,Strategies and Processes of Negotiation,Winter,2018,"Tuesday, 6:00 -  9:00","Bryan, Christopher",42,13,0,38,17,0,44,11,0,46,9,0,48,7,0,51,4,0
38103-82,Strategies and Processes of Negotiation,Winter,2018,"Monday, 6:00 -  9:00","Talhelm, Thomas",30,25,0,32,23,0,33,22,0,33,22,N/A,34,21,0,36,19,0
38103-85,Strategies and Processes of Negotiation,Winter,2018,"Saturday, 1:30 -  4:30","Talhelm, Thomas",40,15,0,37,18,0,37,18,N/A,37,18,N/A,43,12,0,44,11,0
38115-85,Ethics of Business,Winter,2018,"Saturday, 1:30 -  4:30","Rollert, John",44,21,0,40,25,0,40,25,N/A,40,25,N/A,36,29,0,34,31,0
38120-01,The Study of Behavioral Economics,Winter,2018,"Tuesday, 8:30 - 11:30","Pope, Devin",65,CLO,1791,65,CLO,2613,65,CLO,N/A,65,CLO,N/A,65,CLO,3000,65,CLO,6106
38120-81,The Study of Behavioral Economics,Winter,2018,"Tuesday, 6:00 -  9:00","Pope, Devin",56,9,0,60,5,0,64,1,0,63,2,N/A,65,CLO,3015,65,CLO,2234
38601-60,Workshop in Behavioral Science,Winter,2018,"Monday,10:10 - 11:30","Wittenbrink, Bernd",8,57,0,8,57,N/A,8,57,N/A,8,57,N/A,8,57,N/A,9,56,0
38903-50,Current Topics in Behavioral Science III,Winter,2018,"Monday, 1:30 -  4:30","Levine, Emma;O'Brien, Ed",6,16,0,7,15,0,7,15,N/A,7,15,N/A,8,14,0,10,12,0
38915-50,Topics in Behavioral Economics,Winter,2018,"Monday, 5:30 -  8:30","Bursztyn, Leo;Pope, Devin",2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,2,63,N/A,2,63,N/A
39001-01,Strategy and Structure: Markets and Organizations,Winter,2018,"Wednesday, 1:30 -  4:30","Pontikes, Elizabeth",28,37,0,33,32,0,33,32,N/A,33,32,N/A,28,37,0,29,36,0
39001-03,Strategy and Structure: Markets and Organizations,Winter,2018,"Thursday, 8:30 - 11:30","Pontikes, Elizabeth",16,49,0,21,44,0,21,44,N/A,21,44,N/A,22,43,0,22,43,0
39001-81,Strategy and Structure: Markets and Organizations,Winter,2018,"Thursday, 6:00 -  9:00","Pontikes, Elizabeth",26,39,0,21,44,0,27,38,0,28,37,0,24,41,0,26,39,0
39001-82,Strategy and Structure: Markets and Organizations,Winter,2018,"Friday, 6:00 -  9:00","Sharkey, Amanda",24,41,0,26,39,0,30,35,0,29,36,N/A,26,39,0,25,40,0
39002-01,Strategic Leadership,Winter,2018,"Friday, 8:30 - 11:30","Burt, Ronald",25,40,0,23,42,0,23,42,N/A,23,42,N/A,22,43,0,20,45,0
39002-81,Strategic Leadership,Winter,2018,"Thursday, 6:00 -  9:00","Burt, Ronald",43,22,0,37,28,0,40,25,0,39,26,N/A,45,20,0,46,19,0
39002-85,Strategic Leadership,Winter,2018,"Saturday, 9:00 - 12:00","Burt, Ronald",69,1,0,62,8,0,62,8,N/A,62,8,N/A,67,3,0,70,CLO,755
39600-60,Workshop in Organizations and Markets,Winter,2018,"Tuesday, 3:00 -  4:30","Evans, James",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
40000-01,Operations Management: Business Process Fundamentals,Winter,2018,"Thursday, 8:30 - 11:30","Zhong, Yuan",37,28,0,42,23,0,43,22,N/A,43,22,N/A,33,32,0,31,34,0
40000-02,Operations Management: Business Process Fundamentals,Winter,2018,"Thursday, 1:30 -  4:30","Candogan, Ozan",65,CLO,3009,65,CLO,7502,65,CLO,N/A,65,CLO,N/A,65,CLO,2000,65,CLO,4500
40000-03,Operations Management: Business Process Fundamentals,Winter,2018,"Friday, 1:30 -  4:30","Candogan, Ozan",65,CLO,0,65,CLO,2000,65,CLO,N/A,65,CLO,N/A,65,CLO,341,65,CLO,13
40000-82,Operations Management: Business Process Fundamentals,Winter,2018,"Thursday, 6:00 -  9:00","Candogan, Ozan",41,24,0,40,25,0,48,17,0,50,15,0,65,CLO,1771,65,CLO,4700
40108-01,Revenue Management,Winter,2018,"Thursday, 8:30 - 11:30","Birge, John",32,CLO,1,32,CLO,2,32,CLO,N/A,32,CLO,N/A,29,3,0,27,5,0
40108-85,Revenue Management,Winter,2018,"Saturday, 9:00 - 12:00","Birge, John",18,6,0,18,6,0,18,6,N/A,18,6,N/A,21,3,0,22,2,0
40205-01,Healthcare Data Analytics,Winter,2018,"Thursday, 2:00 -  5:00","Adelman, Dan",11,19,0,14,16,0,14,16,N/A,14,16,N/A,11,19,0,11,19,0
40205-81,Healthcare Data Analytics,Winter,2018,"Thursday, 6:00 -  9:00","Adelman, Dan",18,12,0,20,10,0,20,10,N/A,20,10,N/A,21,9,0,23,7,0
41000-81,Business Statistics,Winter,2018,"Friday, 6:00 -  9:00","Carvalho, Carlos",43,22,0,43,22,0,57,8,0,59,6,0,65,CLO,562,65,CLO,521
41000-85,Business Statistics,Winter,2018,"Saturday, 9:00 - 12:00","Carvalho, Carlos",31,34,0,30,35,0,30,35,N/A,30,35,N/A,41,24,0,40,25,0
41100-01,Applied Regression Analysis,Winter,2018,"Thursday, 8:30 - 11:30","Xiu, Dacheng",34,31,0,33,32,0,33,32,N/A,33,32,N/A,37,28,0,38,27,0
41100-81,Applied Regression Analysis,Winter,2018,"Wednesday, 6:00 -  9:00","Xiu, Dacheng",24,41,0,25,40,0,35,30,0,33,32,N/A,38,27,0,37,28,0
41203-01,Financial Econometrics,Winter,2018,"Wednesday, 1:30 -  4:30","Russell, Jeffrey",14,51,0,16,49,0,16,49,N/A,16,49,N/A,17,48,0,15,50,0
41203-81,Financial Econometrics,Winter,2018,"Wednesday, 6:00 -  9:00","Russell, Jeffrey",36,29,0,34,31,0,34,31,N/A,34,31,N/A,35,30,0,34,31,0
41204-01,Machine Learning,Winter,2018,"Friday, 1:30 -  4:30","Kolar, Mladen",65,CLO,250,65,CLO,1399,65,CLO,N/A,65,CLO,N/A,65,CLO,3000,65,CLO,2104
41204-81,Machine Learning,Winter,2018,"Friday, 6:00 -  9:00","Kolar, Mladen",57,8,0,56,9,0,56,9,N/A,56,9,N/A,65,CLO,543,65,CLO,5021
41600-60,Econometrics and Statistics Colloquium,Winter,2018,"Thursday, 1:20 -  2:50","Hansen, Christian",5,60,0,7,58,0,7,58,N/A,7,58,N/A,8,57,0,9,56,0
41902-50,Statistical Inference,Winter,2018,"Wednesday, 8:30 - 11:30","Xiu, Dacheng",8,57,0,9,56,0,9,56,N/A,9,56,N/A,10,55,0,11,54,0
41910-50,Time-series Analysis for Forecasting and Model Building,Winter,2018,"Friday, 1:30 -  4:30","Russell, Jeffrey",13,52,0,15,50,0,15,50,N/A,15,50,N/A,11,54,N/A,13,52,0
42001-01,Competitive Strategy,Winter,2018,"Friday, 8:30 - 11:30","Covert, Thomas",22,43,0,24,41,0,24,41,N/A,24,41,N/A,29,36,0,27,38,0
42001-02,Competitive Strategy,Winter,2018,"Wednesday, 8:30 - 11:30","Wollmann, Thomas",70,CLO,2572,70,CLO,5200,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
42001-03,Competitive Strategy,Winter,2018,"Thursday, 1:30 -  4:30","Wollmann, Thomas",70,CLO,0,70,CLO,4904,70,CLO,N/A,70,CLO,N/A,70,CLO,6000,70,CLO,4001
42001-81,Competitive Strategy,Winter,2018,"Wednesday, 6:00 -  9:00","Wollmann, Thomas",65,CLO,1,59,6,0,59,6,N/A,59,6,N/A,65,CLO,2871,65,CLO,3890
42001-85,Competitive Strategy,Winter,2018,"Saturday, 1:30 -  4:30","Covert, Thomas",70,CLO,200,66,4,0,66,4,N/A,66,4,N/A,70,CLO,200,69,1,0
42002-01,Business Policy,Winter,2018,"Wednesday, 1:30 -  4:30","Davis, Harry",70,CLO,6739,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,22126,70,CLO,N/A
42002-81,Business Policy,Winter,2018,"Thursday, 6:00 -  9:00","Davis, Harry",70,CLO,4463,70,CLO,9000,70,CLO,N/A,70,CLO,N/A,70,CLO,12894,70,CLO,7000
42108-01,Corporate Governance,Winter,2018,"Friday, 1:30 -  4:30","Chookaszian, Dennis",40,25,0,52,13,0,52,13,N/A,52,13,N/A,63,2,0,65,CLO,500
42108-81,Corporate Governance,Winter,2018,"Friday, 6:00 -  9:00","Chookaszian, Dennis",65,CLO,4201,65,CLO,9818,65,CLO,N/A,65,CLO,N/A,65,CLO,8000,65,CLO,7265
42110-01,Strategic Investment Decisions,Winter,2018,"Wednesday, 8:30 - 11:30","Gertner, Robert",13,27,0,22,18,0,22,18,N/A,22,18,N/A,22,18,0,20,20,N/A
42110-81,Strategic Investment Decisions,Winter,2018,"Wednesday, 6:00 -  9:00","Gertner, Robert",21,19,0,20,20,0,20,20,N/A,20,20,N/A,17,23,0,19,21,0
42121-81,Merger & Acquisition Strategy,Winter,2018,"Wednesday, 6:00 -  9:00","Morrissette, Stephen",70,CLO,12402,70,CLO,16000,70,CLO,N/A,70,CLO,N/A,70,CLO,18654,70,CLO,N/A
30000-01,Financial Accounting,Autumn,2017,"Wednesday, 8:30 - 11:30","Kleymenova, Anya",4,61,0,5,60,0,65,CLO,363,65,CLO,2010,65,CLO,3237,65,CLO,829
30000-02,Financial Accounting,Autumn,2017,"Wednesday, 1:30 -  4:30","Kleymenova, Anya",7,58,0,9,56,0,65,CLO,123,65,CLO,1511,65,CLO,1511,65,CLO,0
30000-03,Financial Accounting,Autumn,2017,"Monday, 8:30 - 11:30","Gao, Pingyang",2,63,0,2,63,N/A,50,15,0,57,8,0,55,10,0,57,8,0
30000-04,Financial Accounting,Autumn,2017,"Monday, 1:30 -  4:30","Gao, Pingyang",6,59,0,7,58,0,29,36,0,52,13,0,55,10,0,64,1,0
30000-05,Financial Accounting,Autumn,2017,"Friday, 8:30 - 11:30","Granja, Joao",2,63,0,2,63,N/A,20,45,0,20,45,0,17,48,0,17,48,N/A
30000-06,Financial Accounting,Autumn,2017,"Friday, 1:30 -  4:30","Granja, Joao",2,63,0,2,63,N/A,16,49,0,20,45,0,26,39,0,25,40,0
30000-07,Financial Accounting,Autumn,2017,"Tuesday, 1:30 -  4:30","Nikolaev, Valeri",7,58,0,4,61,N/A,65,CLO,1010,65,CLO,3064,65,CLO,N/A,65,CLO,2367
30000-81,Financial Accounting,Autumn,2017,"Wednesday, 6:00 -  9:00","Kleymenova, Anya",9,56,0,8,57,N/A,38,27,0,33,32,N/A,46,19,0,63,2,0
30000-82,Financial Accounting,Autumn,2017,"Monday, 6:00 -  9:00","Nikolaev, Valeri",9,56,0,10,55,0,42,23,0,38,27,N/A,40,25,0,62,3,0
30000-85,Financial Accounting,Autumn,2017,"Saturday, 1:30 -  4:30","Gao, Pingyang",7,58,0,6,59,N/A,29,36,0,31,34,0,33,32,0,40,25,0
30000-86,Financial Accounting,Autumn,2017,"Saturday, 9:00 - 12:00","Granja, Joao",20,45,0,20,45,0,65,CLO,28,65,CLO,1000,65,CLO,N/A,65,CLO,402
30116-01,Accounting and Financial Analysis I,Autumn,2017,"Wednesday, 1:30 -  4:30","Soffer, Leonard",12,53,0,10,55,0,65,CLO,438,65,CLO,2957,65,CLO,1985,65,CLO,139
30116-81,Accounting and Financial Analysis I,Autumn,2017,"Tuesday, 6:00 -  9:00","Soffer, Leonard",15,50,0,13,52,0,21,44,0,17,48,N/A,35,30,0,35,30,0
30130-01,Financial Statement Analysis,Autumn,2017,"Tuesday, 8:30 - 11:30","Minnis, Michael",65,CLO,1,65,CLO,1236,65,CLO,N/A,65,CLO,N/A,65,CLO,0,65,CLO,7643
30130-02,Financial Statement Analysis,Autumn,2017,"Tuesday, 1:30 -  4:30","Minnis, Michael",65,CLO,52,65,CLO,3209,65,CLO,N/A,65,CLO,N/A,65,CLO,4921,65,CLO,6204
30130-81,Financial Statement Analysis,Autumn,2017,"Tuesday, 6:00 -  9:00","Minnis, Michael",65,CLO,57,63,2,0,65,CLO,3323,65,CLO,N/A,65,CLO,2000,65,CLO,1502
30600-60,Workshop in Accounting Research,Autumn,2017,"Thursday, 1:20 -  2:50","Minnis, Michael;Nikolaev, Valeri",4,61,0,6,59,0,6,59,N/A,6,59,N/A,7,58,0,7,58,N/A
30903-50,"Topics Empirical Acct Research: Disclosure, Reporting & Transparency Issues Mkts & Reg",Autumn,2017,"Tuesday, 3:00 -  6:30","Leuz, Christian",3,62,0,4,61,0,4,61,N/A,4,61,N/A,5,60,0,5,60,N/A
33001-01,Microeconomics,Autumn,2017,"Thursday, 1:30 -  4:30","Frankel, Alexander",8,57,0,7,58,N/A,64,1,0,65,CLO,3001,65,CLO,3775,65,CLO,2004
33001-02,Microeconomics,Autumn,2017,"Tuesday, 1:30 -  4:30","Gibbs, Michael",2,63,0,2,63,N/A,65,CLO,0,65,CLO,3013,65,CLO,N/A,65,CLO,2017
33001-03,Microeconomics,Autumn,2017,"Wednesday, 1:30 -  4:30","Gibbs, Michael",2,63,0,4,61,0,54,11,0,65,CLO,3000,64,1,N/A,65,CLO,1388
33001-04,Microeconomics,Autumn,2017,"Friday, 8:30 - 11:30","Hornbeck, Richard",0,65,N/A,0,65,N/A,7,58,0,31,34,0,26,39,0,31,34,0
33001-05,Microeconomics,Autumn,2017,"Friday, 1:30 -  4:30","Hornbeck, Richard",0,65,N/A,0,65,N/A,4,61,0,20,45,0,16,49,0,10,55,N/A
33001-07,Microeconomics,Autumn,2017,"Monday, 8:30 - 11:30","Zimmerman, Seth",6,64,0,7,63,0,70,CLO,1002,70,CLO,3555,70,CLO,3600,70,CLO,N/A
33001-08,Microeconomics,Autumn,2017,"Monday, 1:30 -  4:30","Zimmerman, Seth",13,57,0,12,58,N/A,70,CLO,1010,70,CLO,2171,70,CLO,6725,70,CLO,N/A
33001-81,Microeconomics,Autumn,2017,"Thursday, 6:00 -  9:00","Frankel, Alexander",4,61,0,5,60,0,24,41,0,21,44,N/A,30,35,0,39,26,0
33001-82,Microeconomics,Autumn,2017,"Monday, 6:00 -  9:00","Zimmerman, Seth",18,47,0,16,49,N/A,56,9,0,54,11,0,65,CLO,1444,65,CLO,989
33001-85,Microeconomics,Autumn,2017,"Saturday, 9:00 - 12:00","Frankel, Alexander",10,55,0,10,55,0,43,22,0,38,27,0,40,25,0,42,23,0
33002-01,Accelerated Microeconomics,Autumn,2017,"Thursday, 3:00 -  6:00","Topel, Robert",0,65,N/A,1,64,0,53,12,0,55,10,0,52,13,0,44,21,N/A
33040-01,Macroeconomics,Autumn,2017,"Monday, 8:30 - 11:30","Hurst, Erik",70,CLO,4520,70,CLO,7287,70,CLO,N/A,70,CLO,N/A,70,CLO,7509,70,CLO,N/A
33040-02,Macroeconomics,Autumn,2017,"Tuesday, 8:30 - 11:30","Hurst, Erik",70,CLO,5043,70,CLO,8503,70,CLO,N/A,70,CLO,N/A,70,CLO,14395,70,CLO,11620
33040-81,Macroeconomics,Autumn,2017,"Tuesday, 6:00 -  9:00","Hurst, Erik",70,CLO,8007,70,CLO,12000,70,CLO,N/A,70,CLO,N/A,70,CLO,13717,70,CLO,N/A
33101-01,Advanced Microeconomic Analysis,Autumn,2017,"Wednesday, 8:30 - 11:30","Murphy, Kevin",39,31,0,38,32,0,70,CLO,5432,70,CLO,3990,70,CLO,1137,69,1,0
33101-81,Advanced Microeconomic Analysis,Autumn,2017,"Tuesday, 6:00 -  9:00","Murphy, Kevin",22,48,0,20,50,N/A,37,33,0,34,36,N/A,70,CLO,75,70,CLO,15
33310-81,Employment Law for Entrepreneurs and Managers,Autumn,2017,"Monday, 6:00 -  9:00","Pogrund, David",15,25,0,17,23,0,19,21,0,19,21,N/A,21,19,0,19,21,N/A
33501-01,International Commercial Policy,Autumn,2017,"Monday, 1:30 -  4:30","Irwin, Douglas",11,21,0,12,20,0,16,16,0,18,14,0,14,18,N/A,15,17,0
33501-02,International Commercial Policy,Autumn,2017,"Tuesday, 8:30 - 11:30","Irwin, Douglas",23,42,0,26,39,0,26,39,N/A,26,39,N/A,25,40,0,27,38,N/A
33501-81,International Commercial Policy,Autumn,2017,"Tuesday, 6:00 -  9:00","Irwin, Douglas",27,38,0,27,38,0,27,38,N/A,27,38,N/A,26,39,0,27,38,0
33502-01,International Financial Policy,Autumn,2017,"Tuesday, 8:30 - 11:30","Neiman, Brent",16,49,0,16,49,0,16,49,N/A,16,49,N/A,16,49,0,18,47,0
33502-02,International Financial Policy,Autumn,2017,"Tuesday, 1:30 -  4:30","Neiman, Brent",19,46,0,21,44,0,38,27,0,42,23,0,47,18,0,53,12,0
33502-81,International Financial Policy,Autumn,2017,"Tuesday, 6:00 -  9:00","Neiman, Brent",20,45,0,17,48,0,17,48,N/A,17,48,N/A,18,47,0,15,50,0
33520-01,The Wealth of Nations,Autumn,2017,"Monday, 1:30 -  4:30","Hsieh, Chang-Tai",32,33,500,48,17,0,58,7,0,59,6,0,60,5,0,65,CLO,0
33520-85,The Wealth of Nations,Autumn,2017,"Saturday, 1:30 -  4:30","Hsieh, Chang-Tai",53,12,0,54,11,0,62,3,0,59,6,N/A,58,7,0,60,5,0
33610-60,Applied Economics Workshop,Autumn,2017,"Wednesday, 1:20 -  2:50","Bertrand, Marianne;Murphy, Kevin;Topel, Robert",2,63,0,2,63,N/A,2,63,N/A,2,63,N/A,7,58,0,6,59,N/A
33650-60,Workshop in Macro and International Economics,Autumn,2017,"Monday,11:45 -  1:15","Neiman, Brent;Vavra, Joseph",1,64,0,1,64,N/A,1,64,N/A,1,64,N/A,5,60,N/A,5,60,N/A
33911-50,The Economics of Information,Autumn,2017,"Wednesday, 1:30 -  4:30","Harris, Milton",5,20,0,5,20,N/A,5,20,N/A,5,20,N/A,7,18,0,10,15,0
33921-50,Advanced Industrial Organization I,Autumn,2017,"Friday, 8:30 - 11:30","Syverson, Chad",3,62,0,3,62,N/A,3,62,N/A,3,62,N/A,12,53,0,13,52,0
33947-50,Applied Macroeconomics II,Autumn,2017,"Monday, 2:30 -  5:30","Hurst, Erik;Winberry, Thomas",2,17,0,2,17,N/A,2,17,N/A,2,17,N/A,7,12,N/A,8,11,0
34101-01,Entrepreneurial Finance and Private Equity,Autumn,2017,"Monday, Wednesday,10:10 - 11:30","Kaplan, Steven",70,CLO,0,70,CLO,9998,70,CLO,N/A,70,CLO,N/A,70,CLO,19200,70,CLO,16888
34101-02,Entrepreneurial Finance and Private Equity,Autumn,2017,"Monday, Wednesday, 1:30 -  2:50","Kaplan, Steven",70,CLO,10021,70,CLO,15111,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A,70,CLO,N/A
34101-81,Entrepreneurial Finance and Private Equity,Autumn,2017,"Monday, 6:00 -  9:00","Kaplan, Steven",65,CLO,500,65,CLO,1200,65,CLO,N/A,65,CLO,N/A,65,CLO,10000,65,CLO,12000
34102-01,New Venture Strategy,Autumn,2017,"Tuesday, 1:30 -  4:30","Schrager, James",65,CLO,7100,65,CLO,8000,65,CLO,N/A,65,CLO,N/A,65,CLO,14618,65,CLO,N/A
34102-81,New Venture Strategy,Autumn,2017,"Thursday, 6:00 -  9:00","Bunch, Gregory",55,10,0,57,8,0,62,3,0,64,1,0,64,1,0,65,CLO,0
34103-01,Building the New Venture,Autumn,2017,"Thursday, 1:30 -  4:30","Lyman, Lindsey",39,6,0,42,3,0,45,CLO,4400,45,CLO,N/A,45,CLO,1257,43,2,0
34103-81,Building the New Venture,Autumn,2017,"Thursday, 6:00 -  9:00","Lyman, Lindsey",44,1,0,45,CLO,3000,45,CLO,N/A,45,CLO,N/A,41,4,0,41,4,0
34106-01,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2017,"Wednesday, 1:30 -  4:30","Meadow, Scott",55,CLO,1013,55,CLO,1200,55,CLO,N/A,55,CLO,N/A,55,CLO,5251,55,CLO,500
34106-81,Commercializing Innovation: Tools to Research and Analyze Private Enterprises,Autumn,2017,"Tuesday, 6:00 -  9:00","Meadow, Scott",55,CLO,5,50,5,0,52,3,0,53,2,0,54,1,0,55,CLO,879
34111-01,Entrepreneurial Selling,Autumn,2017,"Monday, 1:30 -  4:30","Alter, Michael",42,23,0,38,27,0,65,CLO,300,65,CLO,1421,65,CLO,3000,60,5,0
34111-81,Entrepreneurial Selling,Autumn,2017,"Monday, 6:00 -  9:00","Alter, Michael",37,28,0,35,30,0,43,22,0,48,17,0,56,9,0,58,7,0
34701-81,New Venture and Small Enterprise Lab,Autumn,2017,"Monday, 6:00 -  9:00","Moyer, Mike",7,17,0,5,19,N/A,5,19,N/A,5,19,N/A,15,9,0,14,10,0
35000-01,Investments,Autumn,2017,"Thursday, 1:30 -  4:30","Neuhierl, Andreas",41,24,0,37,28,0,65,CLO,500,65,CLO,2501,65,CLO,1066,65,CLO,4000
35000-02,Investments,Autumn,2017,"Friday, 8:30 - 11:30","Neuhierl, Andreas",6,59,0,8,57,0,22,43,0,27,38,0,27,38,0,37,28,0
35000-81,Investments,Autumn,2017,"Thursday, 6:00 -  9:00","Neuhierl, Andreas",59,6,0,56,9,0,56,9,N/A,56,9,N/A,58,7,0,65,CLO,0
35001-01,Introductory Finance,Autumn,2017,"Friday, 1:30 -  4:30","Leftwich, Richard",17,15,0,15,17,N/A,15,17,N/A,15,17,N/A,12,20,0,15,17,N/A
35001-81,Introductory Finance,Autumn,2017,"Thursday, 6:00 -  9:00","Leftwich, Richard",23,42,0,20,45,0,22,43,0,20,45,N/A,22,43,0,34,31,0
35001-85,Introductory Finance,Autumn,2017,"Saturday, 9:00 - 12:00","Leftwich, Richard",31,34,0,24,41,0,28,37,0,29,36,0,32,33,0,35,30,0
35100-85,Financial Instruments,Autumn,2017,"Saturday, 9:00 - 12:00","Veronesi, Pietro",55,10,0,55,10,0,58,7,0,57,8,N/A,55,10,0,53,12,0
35122-81,Hedge Fund Investing,Autumn,2017,"Tuesday, 6:00 -  9:00","Small, David",59,6,0,65,CLO,200,65,CLO,N/A,65,CLO,N/A,65,CLO,2357,59,6,0
35130-01,Fixed Income Asset Pricing,Autumn,2017,"Friday, 8:30 - 11:30","Veronesi, Pietro",13,52,0,10,55,N/A,18,47,0,18,47,N/A,17,48,0,15,50,N/A
35130-85,Fixed Income Asset Pricing,Autumn,2017,"Saturday, 1:30 -  4:30","Veronesi, Pietro",26,39,0,28,37,0,29,36,0,29,36,N/A,30,35,0,30,35,0
35200-01,Corporation Finance,Autumn,2017,"Monday, 8:30 - 11:30","Matvos, Gregor",31,34,0,32,33,0,44,21,0,51,14,0,52,13,0,55,10,0
35200-02,Corporation Finance,Autumn,2017,"Monday, 1:30 -  4:30","Matvos, Gregor",63,2,0,63,2,0,63,2,N/A,64,1,0,64,1,0,64,1,N/A
35200-81,Corporation Finance,Autumn,2017,"Monday, 6:00 -  9:00","Matvos, Gregor",56,9,0,53,12,0,54,11,0,54,11,N/A,64,1,0,63,2,N/A
35201-01,Cases in Financial Management,Autumn,2017,"Wednesday, 8:30 - 11:30","Born, Laura",65,CLO,2040,65,CLO,8500,65,CLO,N/A,65,CLO,N/A,65,CLO,9000,65,CLO,N/A
35201-81,Cases in Financial Management,Autumn,2017,"Wednesday, 6:00 -  9:00","Born, Laura",52,13,0,49,16,0,49,16,N/A,49,16,N/A,65,CLO,102,65,CLO,4509
35600-60,Seminar: Finance,Autumn,2017,"Tuesday, 1:20 -  2:50","Cong, Lin William;Rajan, Raghuram",6,59,0,6,59,N/A,6,59,N/A,6,59,N/A,11,54,0,15,50,0
35601-60,Applied Theory Workshop,Autumn,2017,"Tuesday, 3:30 -  5:00","Frankel, Alexander",0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A,0,65,N/A
35901-50,Theory of Financial Decisions I,Autumn,2017,"Monday, Wednesday, 8:30 - 11:30","Fama, Eugene",42,23,0,48,17,0,55,10,0,56,9,0,56,9,0,62,3,0
35904-50,Asset Pricing,Autumn,2017,"Thursday, 8:00 - 11:00","Heaton, John",5,60,0,5,60,N/A,6,59,0,6,59,N/A,7,58,N/A,9,56,0
35930-50,Research Seminar,Autumn,2017,"Monday, 2:50 -  4:20","He, Zhiguo;Zwick, Eric",3,17,0,3,17,N/A,3,17,N/A,3,17,N/A,4,16,0,5,15,0
